brokerage,company_number,company_name,CompanyName, CompanyNumber,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
McCarron Coates Ltd (Premier),11089004,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),MCCARRON COATES LTD,11089004,LEEDS,WEST YORKSHIRE,ENGLAND,LS27 0BZ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
JJ Yates & Co Ltd,1766214,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),J.J. YATES & COMPANY LIMITED,1766214,STOCKPORT,CHESHIRE,,SK6 7BX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
AIBL re Finch Commercial Insurance Brokers Ltd (The Broker Network - Premier) CANX,4251300,FINCH COMMERCIAL INSURANCE BROKERS LTD,FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,READING,BERKSHIRE,UNITED KINGDOM,RG5 3JP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Grayside Insurance Brokers (Premier) CANX,1366921,GRAYSIDE LIMITED,GRAYSIDE LIMITED,1366921,EPSOM,SURREY,,KT19 8DH,Private Limited Company,Active,United Kingdom,64999 - Financial intermediation not elsewhere classified,66220 - Activities of insurance agents and brokers,,
RIB Group Ltd t/as Rotherham Insurance Brokers,4098199,CROUCH INSURANCE BROKERS GROUP LIMITED,RIB GROUP LIMITED,4098199,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
UBT (EU) Ltd t/a UBT Protect (Willis Network),4938684,FOURTH CINVEN FUND (UBTI) LIMITED PARTNERSHIP,UBT (EU) LTD,4938684,WARWICK,,,CV34 6BY,Private Limited Company,Active,United Kingdom,47910 - Retail sale via mail order houses or via Internet,,,
Perry Appleton Risk Services Ltd (Premier),3754156,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,PERRY APPLETON RISK SERVICES LTD.,3754156,WARWICKSHIRE,,,CV21 2LQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Hamilton Robertson Insurance Brokers Limited,SC076608,HAMILTON ROBERTSON INSURANCE BROKERS LIMITED,HAMILTON ROBERTSON INSURANCE BROKERS LIMITED,SC076608,GLASGOW,EAST DUNBARTONSHIRE,,G66 1LJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
CCRS Brokers Limited,SC345403,CCRS BROKERS LIMITED,CCRS BROKERS LIMITED,SC345403,DUMFRIES,,SCOTLAND,DG2 9BG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Wilson Insurance Services Ltd t/as Coversure Insurance Services (Colne),6917387,COVERSURE INSURANCE SERVICES LIMITED,WILSON INSURANCE SERVICES LIMITED,6917387,COLNE,LANCASHIRE,ENGLAND,BB8 0HS,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Oyster Risk Solutions,6144421,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,OYSTER RISK SOLUTIONS LIMITED,6144421,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
County Insurance Agencies Ltd (Hedron Network),3718855,COUNTY INSURANCE AGENCIES LIMITED,COUNTY INSURANCE AGENCIES LIMITED,3718855,SURREY,,,CR2 6PA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Ipswich),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Marsh Commercial (Brighton),3028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Base Ins Brokers Ltd (Premier),13455123,BASE INS BROKERS LTD,BASE INS BROKERS LTD,13455123,WORTHING,,ENGLAND,BN11 1QR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Howden Insurance Brokers Ltd (OM),BR016133,HOWDEN HELLAS INSURANCE AND REINSURANCE BROKERS S.A.,HOWDEN HELLAS INSURANCE AND REINSURANCE BROKERS S.A.,BR016133,,,,EC3A 5AF,,,,,,,
Coversure Insurance Services LTD (Hessle),2381990,COVERSURE INSURANCE SERVICES LIMITED,COVERSURE INSURANCE SERVICES LIMITED,2381990,HUNTINGDON,CAMBRIDGESHIRE,,PE29 6SR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
PIB Risk Services Ltd T/as PIB Insurance Brokers (Birmingham LRC),2682789,PIB RISK SERVICES LIMITED,PIB RISK SERVICES LIMITED,2682789,RETFORD,NOTTINGHAMSHIRE,,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
J Safra Sarasin Brokerage Limited,7673756,J. SAFRA SARASIN BROKERAGE LIMITED,J. SAFRA SARASIN BROKERAGE LIMITED,7673756,LONDON,,,W1J 5AU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
County Insurance Consultants Ltd t/as JSW Insurance Services,4787941,JSW INSURANCE SERVICES LIMITED,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Weir Insurance Brokers Limited,4611363,WEIR INSURANCE BROKERS LIMITED,WEIR INSURANCE BROKERS LIMITED,4611363,NORTHUMBERLAND,,,NE24 2BU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
PIB Risk Services Ltd T/As Element Hinton (Insurance Brokers),2682789,PIB RISK SERVICES LIMITED,PIB RISK SERVICES LIMITED,2682789,RETFORD,NOTTINGHAMSHIRE,,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
T&R Direct Ltd,4691636,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),T & R DIRECT LTD,4691636,DORSET,,,BH12 4QT,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
AIBL re Finch Commercial Insurance Brokers Limited (Basingstoke) CANX,4251300,FINCH COMMERCIAL INSURANCE BROKERS LTD,FINCH COMMERCIAL INSURANCE BROKERS LTD,4251300,READING,BERKSHIRE,UNITED KINGDOM,RG5 3JP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Saxon Insurance Brokers Limited,10794641,SAXON INSURANCE BROKERS LIMITED,SAXON INSURANCE BROKERS LIMITED,10794641,WEYBRIDGE,SURREY,ENGLAND,KT13 8RN,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Jensten Insurance brokers Ltd (Kent),8284692,JENSTEN INSURANCE BROKERS LIMITED,JENSTEN INSURANCE BROKERS LIMITED,8284692,LONDON,,ENGLAND,EC3A 7BB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Elevate Insurance Brokers Ltd,11949987,ELEVATE INSURANCE BROKERS LIMITED,ELEVATE INSURANCE BROKERS LIMITED,11949987,BEDFORD,,ENGLAND,MK43 7BH,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Clear Insurance Management Ltd (Leamington),3712209,CLEAR INSURANCE MANAGEMENT LIMITED,CLEAR INSURANCE MANAGEMENT LIMITED,3712209,LONDON,,,EC3R 5AA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
J M Glendinning (Insurance Brokers) Ltd (Newcastle),8814614,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,J.M. GLENDINNING (INSURANCE BROKERS) CORPORATE LIMITED,8814614,LEEDS,,,LS20 9LT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Gen2 Broking Ltd (Premier),3469979,GEN2 BROKING LTD,GEN2 BROKING LTD,3469979,LEAMINGTON SPA,WARWICKSHIRE,ENGLAND,CV31 1XT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
WM Brokers Limited,2156767,WM BROKERS LIMITED,WM BROKERS LIMITED,2156767,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Warwick Davis (Insurance Consultants) Ltd,3137109,WARWICK DAVIS (INSURANCE CONSULTANTS) LTD,WARWICK DAVIS (INSURANCE CONSULTANTS) LTD,3137109,WORTHING,WEST SUSSEX,,BN11 1QR,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Mercari Risk Management Ltd (Premier),10625637,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,MERCARI RISK MANAGEMENT LTD,10625637,SOUTHAMPTON,,ENGLAND,SO45 5TE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
GRP Retail Ltd t/a Marshall Wooldridge Ltd,9850559,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),GRP RETAIL LIMITED,9850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Aston Lark (Birmingham),2831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,2831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
HISL Brokers Limited,6937112,HISL BROKERS LIMITED,HISL BROKERS LIMITED,6937112,LONDON,,UNITED KINGDOM,EC3V 0BG,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Private Clients - Hiscox Birmingham),70234,HISCOX INSURANCE COMPANY LIMITED,HISCOX INSURANCE COMPANY LIMITED,70234,LONDON,,UNITED KINGDOM,EC2N 4BQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Coversure Insurance Services (Falkirk),2381990,COVERSURE INSURANCE SERVICES LIMITED,COVERSURE INSURANCE SERVICES LIMITED,2381990,HUNTINGDON,CAMBRIDGESHIRE,,PE29 6SR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Paterson Risk Management Limited  (Premier),9624492,CLUCKIE AND PATERSON INSURANCE BROKERS LTD,PATERSON RISK MANAGEMENT LIMITED,9624492,WAKEFIELD,,ENGLAND,WF1 2JL,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
Joseph W. Burley and Partners (UK) Ltd t/as Radius Insurance Solutions (Connect),3668469,JOSEPH W. BURLEY & PARTNERS (UK) LTD,JOSEPH W. BURLEY & PARTNERS (UK) LTD,3668469,CREWE,,ENGLAND,CW1 6EG,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
"GRP Retail Limited t/a  Green Insurance Brokers Hub (Bexhill, Reid Briggs, Brighton)",9850559,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,GRP RETAIL LIMITED,9850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
PIB Risk Services Ltd T/As Arlington Insurance Services,2682789,PIB RISK SERVICES LIMITED,PIB RISK SERVICES LIMITED,2682789,RETFORD,NOTTINGHAMSHIRE,,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
FAM UK Consultancy Ltd /as Coversure Insurance Services Guildford,13717122,COVERSURE INSURANCE SERVICES LIMITED,FAM UK CONSULTANCY LTD,13717122,GUILDFORD,SURREY,ENGLAND,GU1 3YA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
GRP Retail Ltd t/a Allcover (t/as LDS Associates) CANX,9850559,ALLCOVER INSURANCE BROKERS LTD,GRP RETAIL LIMITED,9850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (Private Clients - Hiscox Maidenhead),70234,HISCOX INSURANCE COMPANY LIMITED,HISCOX INSURANCE COMPANY LIMITED,70234,LONDON,,UNITED KINGDOM,EC2N 4BQ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
County Insurance Consultants Ltd,4787941,COUNTY INSURANCE CONSULTANTS LIMITED,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Lewes),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Thomas Carroll (Brokers) Ltd,10689361,THOMAS CARROLL BROKERS SWANSEA LIMITED,THOMAS CARROLL BROKERS SWANSEA LIMITED,10689361,CAERPHILLY,,UNITED KINGDOM,CF83 1XX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
NBJ London Markets Limited,3232249,NBJ LONDON MARKETS LIMITED,NBJ LONDON MARKETS LIMITED,3232249,REDHILL,,,RH1 6YS,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Chorley Broking Limited t/as Coversure Insurance Services (Chorley),13051286,COVERSURE INSURANCE SERVICES LIMITED,CHORLEY BROKING LIMITED,13051286,CHORLEY,,ENGLAND,PR7 1NY,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
PIB Risk Services Ltd T/as PIB Insurance Brokers (Houghton),2682789,PIB RISK SERVICES LIMITED,PIB RISK SERVICES LIMITED,2682789,RETFORD,NOTTINGHAMSHIRE,,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
PROSURA LTD (Premier),14036458,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),PROSURA LTD,14036458,OSSETT,WEST YORKSHIRE,UNITED KINGDOM,WF5 9TJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Smith Robinson Limited,1419200,PDGD 200 LIMITED,SMITH ROBINSON LTD,1419200,LEEDS,WEST YORKSHIRE,,LS27 0RX,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Coversure Insurance Services (Ilfracombe) & Coversure Insurance Services (Taunton),2381990,COVERSURE INSURANCE SERVICES LIMITED,COVERSURE INSURANCE SERVICES LIMITED,2381990,HUNTINGDON,CAMBRIDGESHIRE,,PE29 6SR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Alastair James Insurance Brokers Ltd,10732679,ALASTAIR JAMES INSURANCE BROKERS LIMITED,ALASTAIR JAMES INSURANCE BROKERS LIMITED,10732679,CHELTENHAM,,ENGLAND,GL50 3DT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
The Bletchley Group Ltd,12371657,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),THE BLETCHLEY GROUP LIMITED,12371657,LONDON,,UNITED KINGDOM,W1K 7TG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
County Insurance Consultants Ltd t/a George Williams Insurance,4787941,COUNTY INSURANCE CONSULTANTS LIMITED,COUNTY INSURANCE CONSULTANTS LIMITED,4787941,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Hampden & Co (HPC),SC386922,JAMES HAMPDEN INTERNATIONAL INSURANCE BROKERS LIMITED,HAMPDEN & CO PLC,SC386922,EDINBURGH,,,EH2 4DR,Public Limited Company,Active,United Kingdom,64191 - Banks,64205 - Activities of financial services holding companies,,
Coversure Bristol Limited (Tewkesbury),6488827,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,COVERSURE BRISTOL LIMITED,6488827,TEWKESBURY,GLOUCESTERSHIRE,,GL20 5PY,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,65201 - Life reinsurance,65202 - Non-life reinsurance
Monaco Insurance Services Limited,7037628,MONACO INSURANCE SERVICES LIMITED,MONACO INSURANCE SERVICES LIMITED,7037628,BIRMINGHAM,WEST MIDLANDS,,B15 3AA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Jensten Insurance brokers Ltd (Manchester),8284692,JENSTEN INSURANCE BROKERS LIMITED,JENSTEN INSURANCE BROKERS LIMITED,8284692,LONDON,,ENGLAND,EC3A 7BB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Lloyd & Whyte Community Broking,4640518,LLOYD & WHYTE COMMUNITY BROKING LTD,LLOYD & WHYTE COMMUNITY BROKING LTD,4640518,TAUNTON,,ENGLAND,TA2 6AA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Aston Lark Limited (Exeter),2831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,2831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Alan R Mackay & Co Ltd ta Mackay Corporate Insurance Brokers (Brokerbility) (Aberdeen),SC114821,ALAN R. MACKAY & COMPANY LIMITED,ALAN R. MACKAY & COMPANY LIMITED,SC114821,"38 MILLER ROAD, AYR",AYRSHIRE,,KA7 2AY,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Barkdene Ltd T/A Henry Seymour & Co,1842617,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),BARKDENE LIMITED,1842617,SUTTON,,ENGLAND,SM1 1JB,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Keighley Broking Services Limited t/as Coversure Insurance Services (Keighley),9445266,KEIGHLEY BROKING SERVICES LIMITED,KEIGHLEY BROKING SERVICES LIMITED,9445266,KEIGHLEY,,ENGLAND,BD20 6LP,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Edwards Insurance Brokers (Premier),5055612,DAVID EDWARDS INSURANCE BROKERS LIMITED,DAVID EDWARDS INSURANCE BROKERS LIMITED,5055612,COVENTRY,,ENGLAND,CV7 7LJ,Private Limited Company,Active,United Kingdom,65202 - Non-life reinsurance,,,
Independent Broking Solutions,616849,SKB INDEPENDENT INSURANCE BROKERS LTD,INDEPENDENT BROKING SOLUTIONS LIMITED,616849,LONDON,,ENGLAND,EC3N 1LS,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
R A Gary Consultancy Ltd t/as Coversure Insurance Services (Reading),14558404,COVERSURE INSURANCE SERVICES LIMITED,R A GARY CONSULTANCY LIMITED,14558404,HURST,BERKSHIRE,UNITED KINGDOM,RG10 0RQ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
A M B Insurance Services Ltd (Premier),4923995,"TOKIO MARINE & NICHIDO FIRE INSURANCE CO., LTD. LONDON BRANCH",AMB INSURANCE SERVICES LTD.,4923995,NEWCASTLE UNDER LYME,STAFFORDSHIRE,,ST5 8AZ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Magus GI Limited t/as Coversure Insurance Services (Westminster),6652445,COVERSURE INSURANCE SERVICES LIMITED,MAGUS GI LIMITED,6652445,LONDON,,UNITED KINGDOM,SW1W 9SA,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
GRP Retail Ltd t/a Bush & Associates,9850559,T.A. BRAITHWAITE & ASSOCIATES (INSURANCE BROKERS) LIMITED,GRP RETAIL LIMITED,9850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Clegg Gifford & Co Limited,2838391,CLEGG GIFFORD & CO LIMITED,CLEGG GIFFORD & CO LIMITED,2838391,LONDON,,,EC3N 1NT,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
GRP Retail Ltd t/a Britannia Consultants,9850559,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),GRP RETAIL LIMITED,9850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Delta Corporate Risk Limited (Premier),5678021,G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,DELTA CORPORATE RISK LIMITED,5678021,NEWCASTLE-UNDER-LYME,STAFFORDSHIRE,ENGLAND,ST5 2BE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Bickley Insurance Services Ltd (Premier),2880377,BICKLEY INSURANCE SERVICES LIMITED,BICKLEY INSURANCE SERVICES LIMITED,2880377,LEEDS,WEST YORKSHIRE,ENGLAND,LS20 9LT,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
MAC Commercial and Professional Risks Limited,9984093,JMG EMPLOYEE BENEFITS LIMITED,MAC PROFESSIONAL LTD,9984093,PRENTON,,ENGLAND,CH43 1XA,Private Limited Company,Active,United Kingdom,"74909 - Other professional, scientific and technical activities n.e.c.",,,
Marsh Commercial (Worcester),3028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Colmore Insurance Brokers Ltd (Premier),9068041,COLMORE INSURANCE BROKERS LTD,COLMORE INSURANCE BROKERS LTD,9068041,REDDITCH,,ENGLAND,B97 5RX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Advanta Risk Ltd CANX,SC204478,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,ADVANTA RISK LTD,SC204478,GLASGOW,,SCOTLAND,G2 2SD,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Partners&. (Midlands),497227,AAA INSURANCE & REINSURANCE BROKERS LIMITED,PARTNERS& LIMITED,497227,HIGH WYCOMBE,BUCKINGHAMSHIRE,ENGLAND,HP13 6NU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Endsleigh Insurance Services Limited,856706,ENDSLEIGH INSURANCE SERVICES LIMITED,ENDSLEIGH INSURANCE SERVICES LIMITED,856706,WITNEY,OXFORDSHIRE,UNITED KINGDOM,OX28 4LE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Ten Insurance Services Ltd (Leeds),5225049,TEN INSURANCE SERVICES LIMITED,TEN INSURANCE SERVICES LIMITED,5225049,STOCKPORT,CHESHIRE,UNITED KINGDOM,SK1 1TD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Insurewise Limited (Premier) CANX,2823022,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,INSUREWISE LIMITED,2823022,PETERBOROUGH,,,PE4 6QF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Nationwide Broker Services Ltd,7566393,NATIONWIDE BROKER SERVICES LIMITED,NATIONWIDE BROKER SERVICES LIMITED,7566393,LONDON,,ENGLAND,EC4M 7WS,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Thompson & Richardson (Lincoln) Ltd (Premier),3256886,THOMPSON & RICHARDSON INSURANCE SERVICES (LINCOLN) LIMITED,THOMPSON & RICHARDSON INSURANCE SERVICES (LINCOLN) LIMITED,3256886,,,,NG34 7RL,,,,,,,
Towergate (Newcastle),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
La Playa Limited CANX,8834652,LA PLAYA INTERNATIONAL INSURANCE BROKERS LIMITED,LA PLAYA INTERNATIONAL INSURANCE BROKERS LIMITED,8834652,CAMBRIDGE,,ENGLAND,CB25 9JU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
One Broker Ltd (Uttings) (Willis Network),6936799,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),ONE BROKER LIMITED,6936799,NORWICH,,ENGLAND,NR4 6DJ,Private Limited Company,Active,United Kingdom,70100 - Activities of head offices,,,
JRT Insurance Broker Ltd CANX,9213670,JRT INSURANCE BROKERS LIMITED,JRT INSURANCE BROKERS LIMITED,9213670,RETFORD,,ENGLAND,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Glentworth Portishead Limited (Marsh Pro) CANX,6406106,GLENTWORTH PORTISHEAD LIMITED,GLENTWORTH PORTISHEAD LIMITED,6406106,BRISTOL,,UNITED KINGDOM,BS1 6DZ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Marsh Commercial (Manchester),3028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate Risk Solutions (Manchester) CANX,6189756,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,TOWERGATE RISK SOLUTIONS LIMITED,6189756,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Jelf Insurance Brokers Ltd Harrogate APC CANX,837227,JELF INSURANCE BROKERS LIMITED,JELF INSURANCE BROKERS LIMITED,837227,LONDON,,UNITED KINGDOM,EC3R 5BU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Marsh Commercial (Hull),3028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Galashiels) CANX,4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
BCS Hendricks Ltd CANX,SC279235,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),BCS HENDRICKS LTD.,SC279235,CUPAR,,SCOTLAND,KY15 5TD,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate Dawson Whyte (Belfast),4043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,4043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Eastwood & Partners Limited,2560460,DAVID ROBERTS & PARTNERS (INSURANCE BROKERS) LIMITED,EASTWOOD & PARTNERS LIMITED,2560460,HUDDERSFIELD,WEST YORKSHIRE,,HD1 1DT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
